1	2.932	9.016	25
2	2.452	1.932	30
3	5.488	9.766	20
4	0.173	8.981	30
5	8.301	5.829	25
6	9.575	8.834	30
7	9.322	3.283	25
8	9.345	8.766	30
9	7.831	0.486	30
10	3.41	0.899	30
11	7.025	7.198	35
12	0.956	2.98	25
13	7.147	2.385	20
14	8.875	5.471	25
15	5.623	9.145	35
16	4.349	1.797	30
17	3.436	5.244	20
18	4.147	4.802	35
19	5.301	4.002	20
20	7.339	9.202	30
21	1.146	8.434	30
22	9.234	3.348	20
23	3.548	2.562	35
24	1.872	1.415	35
25	7.429	9.958	20
26	5.022	6.405	35
27	7.314	3.801	35
28	4.493	4.277	25
29	3.274	5.392	30
30	0.271	4.985	20
31	5.63	2.453	20
32	3.789	8.762	25
33	3.036	6.233	20
34	1.007	5.437	30
35	1.308	8.213	30
36	6.501	5.364	30
37	3.274	0.652	20
38	3.215	6.525	35
39	0.173	4.941	30
40	4.6	1.477	30
41	2.333	7.276	30
42	9.768	6.517	20
43	4.026	1.546	30
44	5.463	6.544	35
45	2.697	8.677	30
46	2.843	7.897	35
47	5.414	3.974	30
48	5.186	0.816	35
49	2.117	8.5	35
50	3.565	9.737	35
51	9.072	6.883	20
52	8.005	0.435	35
53	5.124	0.924	35
54	4.741	5.266	25
55	2.051	8.664	20
56	5.458	2.07	35
57	1.93	3.598	25
58	6.439	6.256	30
59	1.052	9.576	30
60	9.12	8.439	30
61	1.468	2.106	25
62	4.464	0.153	35
63	7.957	9.233	30
64	8.417	2.577	35
65	1.994	1.386	35
66	2.411	0.163	35
67	0.151	7.164	30
68	9.095	6.542	30
69	7.805	9.229	25
70	2.288	6.631	35
71	7.253	3.423	20
72	1.779	8.231	20
73	8.844	5.196	20
74	9.569	3.448	25
75	3.564	1.512	35
76	8.612	9.67	25
77	7.588	8.486	25
78	1.646	8.908	30
79	5.3	7.871	35
80	6.19	6.404	30
81	0.118	2.523	25
82	3.276	5.254	35
83	8.542	5.923	25
84	2.224	4.454	20
85	1.848	9.687	25
86	8.951	3.875	30
87	9.918	4.776	20
88	6.575	8.948	25
89	8.967	1.642	25
90	7.693	7.486	30
91	5	5	0
