1	0.107	2.451	35
2	4.792	4.81	25
3	6.264	6.081	35
4	0.301	0.363	25
5	3.307	3.517	20
6	5.21	6.569	25
7	3.361	8.678	35
8	6.585	8.758	25
9	1.338	5.684	20
10	0.621	2.238	20
11	6.439	6.959	30
12	2.851	1.408	20
13	6.072	0.386	30
14	5.046	6.385	35
15	7.224	2.514	20
16	8.683	3.399	20
17	6.45	6.091	30
18	4.374	5.573	25
19	6.722	6.671	20
20	3.651	3.19	35
21	7.009	1.683	25
22	4.078	0.808	25
23	2.585	5.109	20
24	4.309	9.456	30
25	8.466	3.558	25
26	7.484	5.816	35
27	8.631	7.904	25
28	7.04	7.361	30
29	5.308	6.17	30
30	3.55	8.762	30
31	3.918	5.092	35
32	1.757	7.157	25
33	5.3	8.648	35
34	3.17	7.297	25
35	8.341	4.356	20
36	0.361	0.757	20
37	3.011	5.345	20
38	4.547	7.297	35
39	7.977	5.068	20
40	7.771	9.825	25
41	7.597	5.597	30
42	6.613	5.735	25
43	0.2	6.854	35
44	2.209	2.087	25
45	2.469	8.113	30
46	6.644	7.807	25
47	1.033	6.24	30
48	1.183	8.916	35
49	8.762	5.903	25
50	4.503	9.04	20
51	1.473	4.568	20
52	2.849	6.59	20
53	3.352	8.654	30
54	7.433	3.902	30
55	4.072	7.22	30
56	5.977	6.225	35
57	8.83	3.759	35
58	3.349	2.617	30
59	7.056	6.43	25
60	6.928	9.373	30
61	4.644	2.233	30
62	5.54	6.954	35
63	2.382	3.491	35
64	7.807	8.704	30
65	6.929	0.094	20
66	8.977	8.919	35
67	4.575	2.22	20
68	6.168	4.578	30
69	0.049	6.78	35
70	4.499	7.405	20
71	8.295	9.851	20
72	8.328	5.336	30
73	6.825	0.208	25
74	8.331	3.954	25
75	3.29	5.63	20
76	2.184	0.085	30
77	5.623	2.246	20
78	2.848	2.771	30
79	2.27	4.166	35
80	8.214	5.131	25
81	9.788	7.753	25
82	6.785	8.603	30
83	5.455	1.587	30
84	2.464	0.527	20
85	9.175	1.727	25
86	8.171	1.834	20
87	9.125	4.872	25
88	7.432	8.323	25
89	2.381	0.649	20
90	9.241	7.919	20
91	5	5	0
