1	1.097	6.297	35
2	7.543	1.045	35
3	3.046	8.355	25
4	7.238	3.339	20
5	2.323	1.995	30
6	3.935	6.945	20
7	5.079	1.659	35
8	9.399	0.74	20
9	0.579	0.382	30
10	3.048	8.46	35
11	2.409	3.735	20
12	3.852	8.807	30
13	7.63	0.903	30
14	8.646	4.959	35
15	6.791	7.543	30
16	6.768	6.059	25
17	1.651	5.284	20
18	8.029	9.102	25
19	7.12	9.857	35
20	9.287	2.797	25
21	0.075	1.235	30
22	5.963	1.744	35
23	3.667	8.813	25
24	7.42	1.246	20
25	7.621	2.99	30
26	2.607	1.647	30
27	2.549	0.726	25
28	6.788	2.384	25
29	4.855	7.167	20
30	3.786	6.45	20
31	0.555	0.759	30
32	8.99	1.727	35
33	8.017	1.457	25
34	4.81	3.919	35
35	0.321	2.317	30
36	5.12	5.614	35
37	3.731	5.835	25
38	4.986	0.988	30
39	3.993	1.589	20
40	0.209	9.221	30
41	5.243	8.594	20
42	1.604	9.072	30
43	2.051	1.153	35
44	9.752	0.355	20
45	9.664	5.858	25
46	7.601	3.142	25
47	0.764	5.569	30
48	5.158	3.545	20
49	6.003	1.433	20
50	4.37	5.671	20
51	0.016	3.341	35
52	4.356	1.204	25
53	5.01	2.559	20
54	6.696	3.534	35
55	6.949	8.313	35
56	7.825	7.832	25
57	1.39	9.402	30
58	1.632	8.392	25
59	7.595	1.49	30
60	4.437	5.907	25
61	5	5	0
