"ID","X (km)","Y (km)","ServiceTime (min)"
1,6.99216644978151,8.81063226843253,20
2,8.87991253519431,4.46093356935307,30
3,1.86083896551281,9.92114305961877,35
4,3.67287485860288,3.12086958438158,35
5,7.66788874287158,4.04908094089478,25
6,8.85946740861982,6.16481167031452,35
7,1.2324378406629,9.80834122514352,35
8,2.56726957857609,2.69653533119708,25
9,9.32318531675264,5.92008281266317,25
10,7.16891227755696,5.03756813239306,20
11,1.98149404954165,3.54399956064299,20
12,5.01103314803913,1.93706638878211,35
13,6.20837816270068,2.0232491591014,35
14,4.89988265326247,2.41394925396889,25
15,9.73383284639567,0.716778766363859,25
16,5.50826056394726,4.68363447813317,35
17,7.58829811122268,8.49833429092541,30
18,2.69467697944492,5.46431097202003,20
19,5.06506346166134,9.01972802588716,30
20,2.04006263520569,2.41345953196287,20
21,7.39390840288252,8.73684976249933,30
22,2.60153254494071,5.43759045889601,35
23,9.51059957034886,7.59659777162597,20
24,4.23667475581169,5.76552913989872,30
25,1.9499500375241,6.13267287379131,35
26,8.38172416901216,4.74984992993996,20
27,7.31509262463078,6.01654975209385,25
28,0.573062496259809,8.80111587932333,20
29,9.09198655514047,9.76977809099481,20
30,1.56794906593859,9.49568025069311,35
31,2.96667726943269,3.27941541559994,30
32,7.76022336212918,2.25760134868324,25
33,7.01379714533687,2.49395280843601,25
34,0.132663967087865,6.40487988712266,30
35,4.7062525479123,6.59685737453401,25
36,3.84849414229393,3.66810106206685,20
37,5.43580974685028,2.78651747619733,30
38,1.84099974809214,7.37779674818739,25
39,8.6437333538197,1.01266578305513,25
40,9.02890035882592,6.06729483697563,30
41,4.38971241470426,1.8488732073456,20
42,6.86194502748549,0.44884065631777,35
43,4.37914869049564,6.92398381885141,30
44,3.08291660854593,6.34799234569073,25
45,3.49610175471753,9.71285394625738,30
46,4.30265080183744,7.02130150748417,30
47,1.98547872481868,9.40482146805152,20
48,0.725576649419963,8.64630708470941,20
49,0.148929199203849,1.34461993584409,20
50,0.0549142621457577,1.00631404202431,35
51,2.36407562624663,5.7032382953912,35
52,8.89797715004534,9.62589423405007,25
53,9.5541410590522,9.78918790118769,30
54,1.0378453694284,1.7473999899812,25
55,4.72417889395729,9.20591470319778,25
56,3.33496149396524,8.8252343214117,35
57,1.00591424154118,8.28891310608014,20
58,5.13806761940941,8.83031387347728,25
59,2.82507788622752,5.83052724134177,25
60,3.54204974137247,1.07474350137636,35
61,0.823184251785278,8.89364761998877,20
62,6.58424046356231,1.90255427267402,30
63,0.664720791392028,8.61493304139003,25
64,3.21452633477747,1.50548422476277,20
65,8.24138828553259,4.23287166748196,25
66,5.96338915871456,7.0003647194244,35
67,3.85476299794391,2.13161321124062,30
68,0.573274823836982,4.45006024790928,30
69,7.5085088191554,3.8600093126297,20
70,7.78678546892479,7.47510347282514,35
71,2.6540487841703,0.754940102342516,35
72,6.20292854961008,2.18800830189139,25
73,0.745838296134025,8.09853413840756,25
74,5.49061892554164,4.43644056096673,35
75,2.77443970320746,4.58102686097845,35
76,9.70708819804713,1.49502076208591,35
77,2.14108392829075,0.0977996946312487,30
78,1.08964416198432,5.4747928539291,20
79,1.75701861036941,1.36306449305266,25
80,8.81718980148435,4.43662194535136,20
81,4.92940461495891,6.50323291774839,30
82,5.95842773327604,7.18380565755069,30
83,8.39660330209881,8.46353625645861,20
84,3.80879421485588,9.11634746007621,35
85,5.17374434275553,6.46232309285551,30
86,0.593474495690316,3.91498798737302,30
87,0.215092189610004,1.26956817926839,25
88,1.63300841813907,5.35178111400455,30
89,9.70943584572524,2.26116205332801,30
90,7.20299851614982,7.87152716424316,30
91,5,5,0
