1	7.072	9.701	25
2	1.507	0.375	25
3	4.08	9.682	20
4	3.834	4.498	25
5	0.199	7.569	20
6	0.395	8.744	35
7	1.256	2.604	35
8	7.406	6.834	30
9	4.286	1.742	35
10	6.875	3.991	35
11	1.356	0.969	25
12	1.475	5.369	20
13	0.583	2.564	20
14	8.988	9.94	35
15	4.807	0.33	20
16	5.517	6.58	20
17	2.75	6.906	30
18	5.874	5.569	20
19	9.922	0.717	30
20	7.19	6.606	30
21	5.436	1.154	30
22	6.239	7.83	25
23	6.736	7.521	35
24	6.085	4.603	35
25	6.882	6.582	25
26	3.872	7.824	35
27	5.2	8.725	30
28	5.817	3.001	35
29	7.437	6.921	25
30	7.579	5.423	35
31	7.026	4.733	25
32	6.799	0.156	25
33	7.796	6.701	20
34	1.931	8.622	30
35	8.397	0.64	30
36	8.119	7.675	30
37	8.516	5.436	25
38	4.381	8.044	20
39	5.231	5.75	30
40	1.721	8.966	30
41	1.033	7.826	30
42	3.961	6.205	35
43	0.04	4.815	35
44	0.348	5.761	30
45	3.266	5.381	20
46	6.769	6.984	35
47	0.646	0.909	25
48	9.664	1.675	30
49	3.752	7.084	30
50	5.722	0.318	30
51	4.041	0.284	20
52	7.285	1.945	30
53	6.151	5.809	20
54	3.112	1.996	30
55	9.527	6.584	30
56	1.689	6.537	20
57	9.552	9.232	25
58	2.586	0.8	20
59	8.209	8.226	30
60	3.774	0.884	35
61	5.919	8.472	25
62	6.841	2.802	20
63	6.636	0.361	25
64	7.521	7.871	20
65	4.809	9.455	30
66	5.341	4.747	30
67	0.555	3.316	25
68	4.88	3.98	20
69	9.744	9.959	20
70	6.976	6.785	20
71	8.823	2.502	35
72	3.833	6.628	30
73	8.798	1.192	30
74	5.532	8.918	30
75	3.065	7.622	20
76	8.071	2.072	35
77	7.185	4.952	25
78	4.096	7.806	30
79	6.887	8.961	25
80	3.884	1.572	20
81	5	5	0
