"ID","X (km)","Y (km)","ServiceTime (min)"
1,8.11404374195263,0.908805809449404,35
2,8.24689137749374,9.7271288279444,25
3,9.16008333908394,8.52674136171117,25
4,7.23415146581829,4.98993298970163,20
5,9.10254459362477,2.74403697811067,30
6,7.85772748989984,2.91713902028278,30
7,2.24662108579651,0.536102403420955,25
8,0.255059150513262,9.70454899827018,35
9,3.82444481598213,5.77010068343952,35
10,9.20264228247106,4.98106405837461,35
11,8.42048719990999,6.82937474455684,35
12,8.79420724697411,5.49528908450156,30
13,7.15013947803527,4.8894661013037,20
14,9.45104592246935,5.77504684915766,35
15,3.77839050488546,8.39718143921345,35
16,4.75368502084166,0.561948621179909,25
17,7.64876200817525,7.99571361159906,30
18,7.62309468118474,3.49967076210305,20
19,2.76107020908967,2.40423214854673,20
20,0.139295088592917,4.65402126545087,35
21,1.91360186086968,5.80548856640235,20
22,5.08207596605644,2.4004268925637,30
23,3.5713300970383,1.86324280686677,25
24,0.641959283966571,6.96715536527336,20
25,6.94495361298323,9.46349126286805,20
26,9.11169010680169,4.51977794524282,25
27,4.49594196863472,2.46106757083908,30
28,8.54834523051977,1.96999532403424,30
29,7.51918294467032,8.20083915721625,25
30,3.74545259634033,7.11902339477092,20
31,6.09409488039091,4.41897944547236,30
32,7.927746551577,0.848808090668172,30
33,3.86679893359542,2.21730962395668,20
34,1.24152964679524,1.86510750325397,35
35,2.675496567972,4.84718185616657,25
36,5.21273961290717,3.74677964253351,30
37,5.90104377362877,7.09196308394894,20
38,8.86542718159035,5.30019699595869,20
39,3.2878178008832,4.14720672415569,35
40,4.04275392647833,2.86313641816378,30
41,0.47014354262501,5.82169710891321,35
42,4.8053211485967,0.390941896475852,30
43,7.4822907964699,4.04532861430198,25
44,4.43648359272629,4.53624465269968,30
45,4.68462169636041,7.05486421706155,20
46,7.3139314702712,8.86800726875663,25
47,2.93246637564152,9.88835050025955,30
48,1.63580966182053,0.00715309521183372,30
49,5.03860285039991,7.79500928707421,30
50,1.92165965680033,7.49092136742547,35
51,3.21273932233453,4.13512021070346,30
52,0.297329348977655,8.54451311985031,20
53,8.69980632094666,2.90469416184351,20
54,6.47166965063661,5.83116416819394,35
55,3.18806881550699,9.01191158918664,35
56,2.93482208857313,4.92399568436667,35
57,6.69097224017605,7.25204453803599,20
58,4.07680991804227,9.1977021843195,35
59,6.63763634860516,6.24324810691178,20
60,0.496785468421876,5.19263945752755,35
61,4.95533215813339,2.88577761268243,30
62,7.85123125184327,0.0246590282768011,35
63,9.06233663205057,9.68735125847161,30
64,0.209967838600278,7.70433591445908,35
65,1.62863293662667,6.33178672753274,30
66,6.54907125746831,8.94336850382388,20
67,8.87484326492995,2.96609427779913,30
68,9.2543317261152,8.02685449831188,25
69,4.48821390513331,1.41016566194594,35
70,0.398023894522339,6.92167949629948,20
71,6.61046989960596,8.45079905120656,30
72,1.74042276106775,6.78251480218023,20
73,0.266894332598895,7.09726408822462,25
74,6.26593737863004,6.45901393843815,35
75,0.315727430861443,9.65203141793609,25
76,1.14810244413093,7.10519960615784,30
77,9.51679253717884,8.70479686651379,25
78,9.55425197258592,9.09245137590915,30
79,6.09623392345384,0.789374427404255,30
80,1.04700659867376,1.17878587916493,30
81,6.92146657733247,7.8120802110061,35
82,8.9168707234785,4.97807947685942,25
83,7.37418876960874,1.82946398621425,25
84,3.31607591127977,6.72435256186873,30
85,6.22847308637574,5.60286025283858,25
86,7.65353283146396,8.04092586506158,35
87,0.776473178993911,3.17321583628654,30
88,6.50668845279142,0.924442915711552,20
89,3.95230689318851,4.65408506337553,20
90,7.81125475186855,2.60286789853126,35
91,6.26846383791417,6.11302343429998,25
92,0.152954179793596,0.0395450228825212,35
93,9.16748053161427,8.09207457816228,30
94,1.33362751919776,6.00986019242555,20
95,0.799187417142093,6.86210558051243,35
96,2.19676089473069,3.766641584225,30
97,0.0712548056617379,3.66566085722297,20
98,8.21645687334239,2.48724160017446,30
99,1.13951276987791,2.77661069761962,20
100,3.12969943508506,4.43706163438037,20
101,5,5,0
