1	0.048	9.072	35
2	6.036	7.125	35
3	9.056	7.309	25
4	7.067	4.725	30
5	2.625	8.625	20
6	8.511	1.654	35
7	3.336	6.204	20
8	5.783	2.923	30
9	4.328	4.561	35
10	0.516	0.456	30
11	7.298	1.777	25
12	5.482	0.579	20
13	7.512	9.444	20
14	0.508	3.427	25
15	7.15	5.18	35
16	2.977	6.252	20
17	2.835	2.373	25
18	8.299	5.161	25
19	0.864	8.065	25
20	0.427	3.483	35
21	3.487	8.587	25
22	5.423	0.344	30
23	6.095	9.71	25
24	2.714	7.451	20
25	2.052	2.733	30
26	3.816	6.771	20
27	4.726	3.479	30
28	8.355	9.47	20
29	1.215	3.386	25
30	6.758	0.317	30
31	4.967	3.536	35
32	9.022	3.871	30
33	5.513	3.569	25
34	1.286	9.6	20
35	4.42	3.837	35
36	1.923	5.463	35
37	4.349	9.253	35
38	2.251	9.169	20
39	9.611	2.427	20
40	4.484	7.171	35
41	7.771	3.489	35
42	1.582	5.543	25
43	8.668	7.43	20
44	2.061	8.197	35
45	1.779	8.697	30
46	1.649	0.359	25
47	5.653	2.2	25
48	7.272	3.67	30
49	8.759	3.057	30
50	7.084	7.278	30
51	4.775	6.997	30
52	8.203	9.101	20
53	0.166	8.456	20
54	9.961	7.785	35
55	6.349	4.008	35
56	4.285	5.768	20
57	0.284	0.764	25
58	7.533	8.73	25
59	2.086	9.563	35
60	9.995	5.055	30
61	5	5	0
