1	3.404	1.09	20
2	8.68	9.569	25
3	8.579	8.658	25
4	7.647	3.978	35
5	8.524	5.212	20
6	0.515	8.569	35
7	3.592	0.007	25
8	1.885	1.775	35
9	4.028	1.701	30
10	7.103	5.778	35
11	9.958	4.187	25
12	5.729	6.335	20
13	5.33	6.378	35
14	5.732	8.733	20
15	1.602	7.223	20
16	4.594	9.196	35
17	6.344	9.423	30
18	9.277	6.462	25
19	5.199	2.651	20
20	3.19	9.649	25
21	0.061	8.073	20
22	9.657	6.405	20
23	6.287	0.689	35
24	6.723	7.89	35
25	8.679	3.442	20
26	6.132	6.519	30
27	3.458	2.613	35
28	1.3	8.846	35
29	8.956	5.857	20
30	3.663	9.973	35
31	5.503	1.036	25
32	9.936	8.375	25
33	8.599	9.766	30
34	3.158	2.602	25
35	4.868	8.37	25
36	4.18	1.521	30
37	5.38	3.795	30
38	0.751	6.751	30
39	3.049	0.946	30
40	2.719	3.516	20
41	8.182	1.821	35
42	0.883	0.646	35
43	3.492	4.631	25
44	8.519	3.575	30
45	9.804	0.062	25
46	8.997	7.741	25
47	3.326	2.8	25
48	6.076	5.367	20
49	2.645	8.688	25
50	5.158	8.016	20
51	2.174	8.78	25
52	1.047	5.545	25
53	5.447	4.119	20
54	9.653	3.026	25
55	8.08	6.071	20
56	4.317	8.718	20
57	9.222	1.813	35
58	2.395	0.305	30
59	7.558	2.293	30
60	7.09	9.824	30
61	0.119	3.348	25
62	9.665	2.42	25
63	7.622	7.736	25
64	5.977	3.814	30
65	9.377	7.419	20
66	1.648	7.23	25
67	6.25	3.27	25
68	3.937	0.009	20
69	0.007	8.553	25
70	9.758	2.524	35
71	6.688	0.035	25
72	0.306	3.771	20
73	2.699	3.718	35
74	5.878	0.18	30
75	4.861	9.065	25
76	8.856	6.309	30
77	1.824	9.404	20
78	6.861	2.106	30
79	3.036	8.053	25
80	4.82	5.761	30
81	5.584	5.565	30
82	6.995	2.538	25
83	0.895	5.802	35
84	8.592	8.163	25
85	5.649	3.084	20
86	4.519	6.172	20
87	2.936	1.249	25
88	5.53	6.115	25
89	6.639	2.714	20
90	9.893	1.961	20
91	5	5	0
