"ID","X (km)","Y (km)","ServiceTime (min)"
1,6.96408494375646,8.29833981581032,30
2,4.65676786610857,3.14783584792167,35
3,5.49894462106749,0.437531450297683,30
4,9.40030203200877,7.75772524066269,25
5,0.569106999319047,6.15391323342919,20
6,3.1745069893077,2.06084111472592,30
7,5.29113158816472,1.25277600483969,35
8,0.458825023379177,9.62790735764429,20
9,9.11122053861618,4.30424353340641,30
10,9.67318556038663,6.35346410097554,20
11,9.15496198926121,5.1402184413746,20
12,5.87928451132029,6.65037477156147,20
13,3.02549694431946,2.52454288071021,30
14,4.24050321336836,0.953151509165764,35
15,9.3521846528165,2.07339639775455,20
16,1.93804796319455,4.57043248228729,25
17,9.33079490205273,5.48501929966733,25
18,3.21377991233021,8.93455200828612,20
19,7.92342745698988,5.26053943205625,25
20,8.71331590460613,6.72891655704007,35
21,9.52108286088333,0.421420093625784,35
22,3.54511213721707,3.49807378835976,30
23,8.44939622096717,1.7474303022027,30
24,8.50192850222811,5.22609323263168,30
25,7.00957418652251,9.02968697715551,25
26,3.70643947040662,7.20886406255886,20
27,0.25891336845234,2.77600809698924,35
28,8.98808127036318,3.26844296650961,20
29,7.54371291724965,7.10652864305303,35
30,3.69364125654101,2.1704412274994,25
31,5.30422281939536,4.22718597110361,30
32,9.13974663009867,9.44820530014113,20
33,2.01155897928402,2.45686902198941,30
34,2.55641343072057,0.491838296875358,30
35,4.40308513352647,5.32954423455521,30
36,7.45203100377694,1.98102090274915,20
37,1.59573203884065,5.66766115371138,25
38,7.28020608657971,4.48420517612249,35
39,8.88121803523973,7.8974787844345,35
40,7.22199343144894,3.24197702575475,25
41,4.31783507578075,4.15975162759423,25
42,7.77097366284579,4.68524232506752,20
43,0.911084897816181,1.96987899951637,30
44,0.188951850868762,8.62388844834641,35
45,5.56286503560841,0.973715533036739,25
46,4.554931554012,1.1027121823281,35
47,0.982805932871997,0.0546919461339712,30
48,4.21556807821617,8.61856162315235,35
49,0.913500778842717,7.04109872691333,25
50,2.97297141281888,9.96794146951288,25
51,0.354995254892856,5.0936058210209,30
52,3.55703649809584,7.31913025025278,30
53,2.48872943455353,8.52434298954904,30
54,8.79180375020951,3.20454872678965,20
55,3.17978880601004,3.06286236271262,35
56,3.21120504522696,0.990212690085173,35
57,8.47887946525589,7.41495223483071,35
58,3.81270383950323,7.83824577927589,35
59,2.75124322157353,6.86416718875989,35
60,9.17943502776325,7.13390820194036,30
61,8.76944936113432,1.13715780200437,20
62,3.26484796125442,7.31025545159355,20
63,0.912286809179932,4.98815063154325,20
64,1.98593728709966,4.53341507120058,20
65,1.77286486141384,9.4372779596597,30
66,4.86933732870966,4.80766149470583,30
67,1.41300415620208,1.60300337709486,20
68,5.60314303496853,4.39263850217685,25
69,0.733737091068178,5.23931160802022,35
70,9.21362258028239,5.70033087860793,30
71,2.78020482044667,7.44542785687372,20
72,0.343961811158806,8.2329374877736,25
73,4.54070263542235,4.0783879137598,20
74,5.23961698869243,6.22971057659015,25
75,2.35648334724829,7.72069227416068,30
76,8.80784406559542,6.57655018847436,35
77,5.01316610025242,7.05773057648912,20
78,3.75987990759313,1.31019678432494,25
79,8.38267233222723,2.01814072439447,30
80,7.76850663591176,2.78769583906978,35
81,5,5,0
