"ID","X (km)","Y (km)","ServiceTime (min)"
1,2.38888089777902,0.620818452443928,35
2,6.02944509359077,6.36241554981098,30
3,6.85105037409812,3.18501902744174,25
4,6.54528138693422,4.70941232750192,20
5,3.43178539071232,4.82948896242306,25
6,7.08438641158864,0.10220963973552,35
7,4.86814068164676,7.05399893689901,35
8,9.35923702316359,6.59826733637601,20
9,0.0459061819128692,1.22396753402427,25
10,5.86030234117061,5.05607642466202,30
11,4.94658334879205,9.78153567994013,25
12,9.36547990888357,1.81938630994409,30
13,8.15400892402977,6.83706413256004,20
14,8.89331843471155,6.86804946279153,20
15,1.95680929580703,8.90758468303829,30
16,5.16382669797167,1.24568184139207,25
17,0.00613321783021092,3.63440757617354,25
18,8.98842429509386,4.59114294499159,20
19,4.406242093537,3.73274139827117,20
20,2.5993362464942,2.75331327226013,20
21,3.5876057157293,7.12895662989467,30
22,5.01154232304543,8.61715740989894,20
23,5.55741470074281,9.14810609538108,35
24,5.65811689710245,8.08702803449705,25
25,6.23845102731138,7.85204464802518,25
26,9.45469856495038,9.90391727071255,20
27,5.80717082601041,3.1522156810388,35
28,0.767649435438216,9.83260298147798,25
29,0.14710319461301,5.95317214727402,30
30,6.23992997454479,9.05434815213084,20
31,0.843259626999497,7.00302133802325,30
32,0.79004414845258,9.84302679775283,35
33,2.39922471344471,4.55398336285725,25
34,3.32180513069034,9.3325165938586,35
35,9.59461578633636,8.71852837968618,30
36,2.92060439707711,1.37620618101209,35
37,7.77456216048449,9.23247597180307,35
38,7.44784348877147,9.12556792143732,20
39,4.97182377614081,4.15203115902841,35
40,9.9716315115802,3.52363273501396,25
41,8.95885866833851,9.13001494249329,25
42,6.87452079728246,6.29526699427515,35
43,6.06368492823094,1.70469797914848,25
44,7.88251884514466,2.5201876857318,20
45,9.26405251957476,2.4258567369543,20
46,6.72229853225872,2.14960006764159,30
47,4.28496160777286,9.5486794039607,25
48,0.538272664416581,3.72123450273648,35
49,7.19626314938068,3.22987651685253,30
50,9.41173703176901,8.40424437541515,30
51,8.86530689895153,2.83979640575126,20
52,5.72587673086673,2.62765175197273,25
53,8.34026188123971,8.55562389828265,20
54,4.62375472299755,0.512906254734844,30
55,5.64500219887123,9.57146445754915,30
56,3.42393909581006,9.07776634441689,25
57,3.72528158361092,8.29055178444833,35
58,3.73091833200306,3.6251834128052,20
59,4.31270901113749,0.0785898393951356,20
60,1.28183891298249,3.90910207293928,20
61,2.74299617856741,8.31862535094842,20
62,5.87467608740553,0.892294815275818,35
63,1.08077343553305,6.88894723774865,35
64,2.37508130492643,5.95531135099009,30
65,1.52002501767129,6.98695043334737,20
66,8.22741521755233,0.0332960626110435,25
67,4.18503461638466,7.06787998555228,30
68,7.77684981236234,5.59464145917445,35
69,0.626694275997579,0.563696916215122,20
70,1.4838003506884,8.16620778059587,35
71,7.33463581185788,4.86507885158062,35
72,1.40016196994111,5.74758797651157,35
73,9.37803762266412,8.14738261979073,30
74,1.98982779169455,4.84223525039852,35
75,1.56999282538891,1.18498428957537,20
76,6.91160211106762,8.39411855442449,20
77,7.61609570588917,0.44084016000852,20
78,1.2508642510511,8.60584877897054,25
79,7.54365267697722,4.03101090574637,30
80,8.32577739609405,7.48244841583073,35
81,3.60937434714288,4.62134964298457,20
82,5.0229301978834,3.95519583718851,25
83,6.04999779956415,3.11165794031695,20
84,7.33934425516054,1.25348906498402,20
85,8.06090638972819,3.2630349136889,30
86,9.22508872812614,7.96261715702713,30
87,8.28013091348112,4.086522560101,20
88,9.68255702871829,2.71384779363871,35
89,7.17292428715155,6.35073517682031,20
90,8.03780876798555,9.58827467169613,25
91,8.23928856756538,1.1671440070495,25
92,7.44818527717143,0.167122236452997,30
93,5.12284369207919,3.70191989699379,30
94,3.92064564628527,8.63998675718904,25
95,3.51114527089521,6.91724020754918,35
96,7.2249632445164,1.40296356054023,35
97,6.66639473289251,4.31138401851058,20
98,9.61448387475684,5.18294595414773,20
99,7.78547361725941,6.01503072772175,35
100,5.88089435594156,3.3686370565556,35
101,5.39735656930134,2.68015138804913,30
102,6.72702468233183,1.01779840188101,35
103,1.46714082919061,1.33624097332358,20
104,6.75277152331546,7.99352577188984,20
105,3.5414908779785,0.149907262530178,30
106,6.21027790941298,7.05405939836055,30
107,8.05050454335287,4.87513917498291,20
108,7.17420817120001,9.69114697538316,30
109,8.57834987808019,3.97278206422925,30
110,8.13773971283808,6.71665953006595,35
111,5,5,0
