1	5.118	7.34	30
2	6.85	2.901	20
3	9.799	0.014	25
4	3.392	1.191	25
5	2.211	9.704	25
6	7.953	2.54	25
7	2.859	6.772	20
8	0.982	7.987	20
9	9.522	6.523	20
10	9.864	0.596	20
11	0.617	1.176	20
12	2.544	6.712	35
13	8.739	6.716	20
14	2.06	2.543	35
15	0.591	2.254	25
16	9.476	8.611	35
17	6.813	5.836	35
18	3.328	5.941	25
19	5.143	4.456	30
20	2.095	5.881	25
21	3.625	5.053	35
22	1.689	6.381	30
23	1.726	7.518	25
24	8.758	1.415	20
25	6.433	4.778	30
26	6.675	7.684	20
27	0.311	3.089	30
28	1.357	7.544	30
29	5.44	2.041	25
30	1.379	0.048	25
31	3.133	3.86	35
32	8.028	9.609	35
33	8.845	3.112	20
34	2.905	8.613	35
35	9.348	8.352	25
36	2.349	8.221	20
37	2.337	5.39	25
38	4.576	6.97	20
39	4.021	3.095	35
40	0.22	1.059	35
41	5.535	6.639	30
42	0.731	6.652	20
43	8.611	3.018	25
44	6.35	3.791	30
45	9.025	9.725	20
46	0.477	0.942	30
47	9.011	1.066	20
48	5.157	1.337	30
49	3.674	4.363	25
50	3.6	1.296	20
51	7.272	8.465	35
52	9.156	0.509	35
53	8.214	2.634	25
54	2.299	9.77	20
55	9.5	4.194	35
56	2.781	7.516	20
57	1.877	6.596	20
58	4.333	0.745	30
59	9.851	1.552	20
60	5.833	8.407	35
61	7.627	8.409	20
62	1.823	7.551	20
63	8.502	0.513	25
64	8.039	1.907	25
65	1.411	4.074	35
66	5.981	2.663	30
67	3.177	0.49	35
68	5.136	3.23	20
69	4.722	2.023	35
70	8.128	9.328	25
71	2.229	9.895	30
72	8.681	6.01	30
73	2.835	3.961	20
74	1.826	2.538	35
75	1.297	9.771	20
76	2.569	9.383	20
77	5.488	4.041	30
78	1.372	9.601	30
79	8.904	2.895	30
80	7.005	2.872	30
81	2.784	2.982	25
82	5.682	2.64	25
83	0.329	7.595	25
84	1.272	0.97	35
85	6.907	1.739	25
86	4.267	4.874	30
87	6.937	8.093	35
88	6.827	2.864	30
89	6.997	2.283	35
90	2.853	3.938	25
91	5	5	0
