1	2.655	9.129	25
2	3.721	2.936	35
3	5.729	4.591	30
4	9.082	3.324	30
5	2.017	6.509	35
6	8.984	2.58	30
7	9.447	4.785	20
8	6.608	7.663	25
9	6.291	0.842	25
10	0.618	8.753	20
11	2.06	3.391	30
12	1.766	8.394	30
13	6.87	3.467	25
14	3.841	3.338	30
15	7.698	4.764	25
16	4.977	8.922	20
17	7.176	8.643	35
18	9.919	3.9	25
19	3.8	7.773	35
20	7.774	9.606	20
21	9.347	4.347	35
22	2.121	7.125	30
23	6.517	4	30
24	1.256	3.254	35
25	2.672	7.571	20
26	3.861	2.027	35
27	0.134	7.111	25
28	3.824	1.217	35
29	8.697	2.455	20
30	3.403	1.433	30
31	4.821	2.396	25
32	5.996	0.589	30
33	4.935	6.423	30
34	1.862	8.763	20
35	8.274	7.789	20
36	6.685	7.973	25
37	7.942	4.553	25
38	1.079	4.101	25
39	7.237	8.109	35
40	4.113	6.049	35
41	8.209	6.547	20
42	6.471	3.532	20
43	7.829	2.703	20
44	5.53	9.927	25
45	5.297	6.335	20
46	7.894	2.132	30
47	0.233	1.294	25
48	4.772	4.781	30
49	7.323	9.241	30
50	6.927	5.988	25
51	4.776	9.762	30
52	8.612	7.318	30
53	4.381	3.567	35
54	2.448	4.315	20
55	0.707	1.482	20
56	0.995	0.131	35
57	3.163	7.156	25
58	5.186	1.032	35
59	6.62	4.463	25
60	4.068	6.401	20
61	5	5	0
