1	4.857	6.15	35
2	4.606	0.368	25
3	3.119	0.173	20
4	0.206	0.68	25
5	4.127	2.953	35
6	9.8	1.267	20
7	1.354	8.447	30
8	7.307	5.829	30
9	5.253	5.403	25
10	9.616	5.644	20
11	7.202	1.115	25
12	9.106	5.033	25
13	3.039	1.689	30
14	6.287	3.304	25
15	2.082	2.892	35
16	8.505	8.719	20
17	0.516	9.831	20
18	7.633	4.497	25
19	7.153	4.287	25
20	7.678	2.987	35
21	6.307	2.595	35
22	8.165	7.934	35
23	4.163	0.182	20
24	9.377	0.346	30
25	2.908	0.286	30
26	1.14	5.684	30
27	6.019	8.892	25
28	0.254	5.549	25
29	0.845	1.973	35
30	3.336	7.924	20
31	0.704	9.475	20
32	7.051	0.712	25
33	0.742	3.71	35
34	3.25	6.698	20
35	3.589	0.1	25
36	3.883	7.499	20
37	7.854	9.858	35
38	6.043	2.739	35
39	7.626	1.395	30
40	2.359	9.764	35
41	2.86	3.063	25
42	3.176	5.694	25
43	9.219	5.382	30
44	4.504	9.615	20
45	1.259	4.522	20
46	1.44	3.787	35
47	3.111	0.644	20
48	9.753	6.71	35
49	2.318	0.654	20
50	0.382	2.02	20
51	5.633	9.186	35
52	8.185	9.569	35
53	0.4	2.393	30
54	0.301	4.069	20
55	8.82	7.961	35
56	0.962	8.806	25
57	8.863	9.562	25
58	8.8	6.272	30
59	8.359	2.179	20
60	5.572	5.256	35
61	4.673	2.398	20
62	7.641	9.406	25
63	8.762	0.231	20
64	7.02	6.347	35
65	6.868	9.713	30
66	6.369	1.073	20
67	8.312	2.248	30
68	3.651	1.462	30
69	5.706	3.527	30
70	6.302	3.334	25
71	5	5	0
