1	8.319	3.604	35
2	7.668	4.422	25
3	2.728	1.257	30
4	1.882	6.244	20
5	2.258	3.024	25
6	0.62	2.396	30
7	0.599	3.586	25
8	1.482	8.929	30
9	0.73	9.906	20
10	0.429	7.324	35
11	5.225	9.928	30
12	7.892	5.398	25
13	6.948	4.338	20
14	0.666	9.647	20
15	0.18	1.483	25
16	4.422	0.665	20
17	1.576	0.243	20
18	7.189	6.124	25
19	7.039	6.966	20
20	8.852	8.011	25
21	3.253	1.377	35
22	9.709	1.598	25
23	9.848	9.888	25
24	0.392	3.986	35
25	8.936	1.879	20
26	8.224	4.777	20
27	7.242	5.442	35
28	2.889	3.282	25
29	5.019	9.999	20
30	4.283	5.278	20
31	6.1	1.337	25
32	9.261	4.385	20
33	2.401	6.208	30
34	2.719	2.029	35
35	7.35	1.342	35
36	7.515	7.768	30
37	9.306	6.359	35
38	4.627	2.821	30
39	8.607	1.913	20
40	3.12	2.655	25
41	2.08	5.308	35
42	9.208	6.849	25
43	0.527	3.833	35
44	4.112	9.55	35
45	4.563	1.184	20
46	4.159	0.391	30
47	6.704	5.045	30
48	7.569	5.785	25
49	9.117	8.393	20
50	8.2	6.544	25
51	0.936	9.445	20
52	1.779	5.117	20
53	6.422	0.849	35
54	8.743	9.948	30
55	5.923	4.014	20
56	2.624	8.956	25
57	8.838	8.769	35
58	1.877	2.965	25
59	4.889	1.326	25
60	0.098	2.659	25
61	5	5	0
