1	2.585	8.837	30
2	9.257	0.742	25
3	4.208	4.537	20
4	8.163	8.88	30
5	7.547	7.002	30
6	4.121	3.046	35
7	5.144	5.849	20
8	5.423	8.705	35
9	9.74	4.465	20
10	0.736	3.374	30
11	7.695	5.669	30
12	8.726	4.158	35
13	9.899	8.327	20
14	9.651	1.537	25
15	6.364	6.586	30
16	0.654	0.01	35
17	1.284	3.205	35
18	4.928	9.501	30
19	6.632	0.126	25
20	1.894	0.791	25
21	1.776	2.133	20
22	1.156	9.948	25
23	1.57	4.92	30
24	8.574	6.276	35
25	4.249	0.06	30
26	8.783	2.859	20
27	8.248	9.865	30
28	9.788	7.577	30
29	6.345	0.683	20
30	6.915	8.108	25
31	7.922	1.229	30
32	0.342	4.099	30
33	8.2	9.275	30
34	6.876	5.542	30
35	4.318	0.143	30
36	2.439	9.674	25
37	0.081	7.701	25
38	4.211	0.8	35
39	7.87	3.654	20
40	5.956	4.804	35
41	9.85	6.758	30
42	5.28	7.864	35
43	5.233	8.101	20
44	7.864	0.787	35
45	0.877	1.689	25
46	2.561	0.367	30
47	3.566	2.401	30
48	2.491	9.122	20
49	1.75	0.014	25
50	5.729	2.273	30
51	4.834	1.683	35
52	8.099	1.498	25
53	7.505	6.481	30
54	3.474	4.856	30
55	8.069	6.932	30
56	2.518	2.897	25
57	5.93	9.787	30
58	1.562	2.881	30
59	1.752	5.258	25
60	2.264	0.778	30
61	7.92	6.786	35
62	3.884	1.819	35
63	9.112	5.298	25
64	1.218	8.017	20
65	9.878	3.132	30
66	7.553	6.913	20
67	3.108	7.73	25
68	0.199	2.618	25
69	6.823	6.788	20
70	4.387	9.921	25
71	5	5	0
