"ID","X (km)","Y (km)","ServiceTime (min)"
1,8.11183266807348,7.78208065079525,20
2,7.35464693512768,9.28472850704566,35
3,2.92374884244055,4.03979573398829,25
4,4.31952926330268,8.80080151371658,35
5,6.68128182180226,2.47415939811617,20
6,4.83491017250344,7.14168634731323,30
7,1.80410180706531,6.42759260954335,30
8,8.6906608287245,8.10622898396105,30
9,5.07680522277951,7.50535941682756,20
10,2.66981404041871,3.1686025718227,25
11,7.35876763006672,2.01113439863548,25
12,9.34076423058286,4.62765116011724,25
13,3.01317044068128,1.57460693269968,25
14,4.80801232624799,6.83918131981045,25
15,4.29275408620015,0.454797043930739,25
16,4.55006511649117,4.71017861040309,20
17,9.32516161585227,2.35410496825352,35
18,7.15204654028639,6.82287494651973,30
19,3.2465856615454,2.78720038710162,20
20,8.40039576869458,2.81443333486095,25
21,5.76653443044052,4.88590781344101,25
22,9.0740157966502,6.28605889389291,25
23,3.71705790515989,0.949333226308227,30
24,9.06803250312805,2.31330993119627,20
25,0.92782277148217,5.02417644718662,20
26,1.75057198386639,7.12357381824404,25
27,6.42911341274157,8.67267415858805,20
28,7.9349935404025,7.9417917272076,30
29,0.499570090323687,9.08697081031278,25
30,9.71778119681403,5.05104678217322,25
31,5.47147830016911,4.47312022559345,35
32,2.04061147291213,2.59800537955016,30
33,6.30975916516036,3.7990168412216,20
34,5.3917524497956,0.307994405739009,30
35,1.2955067679286,6.83428326854482,25
36,5.96587034175172,2.01177880400792,30
37,6.24926939606667,6.14077726146206,25
38,7.44877543766052,6.2373627605848,35
39,2.3756440426223,3.30336302751675,30
40,6.11676710192114,1.53322849422693,35
41,8.07602084008977,2.33208926860243,25
42,6.64411894977093,4.54986123833805,35
43,6.39620662666857,8.77692179754376,30
44,0.766713062766939,0.486132907681167,25
45,8.4945334889926,6.58788219792768,30
46,6.41906777862459,5.97122983075678,25
47,3.34080198314041,4.11194811575115,25
48,1.22072348138317,6.62923321360722,35
49,8.12389988452196,5.24912398308516,25
50,3.5339283477515,7.82775529893115,30
51,4.84403535956517,0.0134629546664655,20
52,2.44508562842384,6.53792370343581,20
53,9.86566278617829,1.87835099641234,20
54,2.39802233874798,7.15082377428189,35
55,4.08398796105757,2.2494661132805,30
56,2.78956088703126,8.65902829682454,35
57,1.62477509584278,9.49437394971028,35
58,9.13378412369639,7.87692015524954,25
59,9.22575227450579,3.97157988743857,25
60,3.56819325126708,3.63783571170643,25
61,3.98159130942076,2.9740269551985,20
62,3.45072028692812,7.24029285600409,30
63,6.70335886999965,8.19415324600413,30
64,8.28047667397186,5.16318317735568,20
65,6.00362390978262,6.62310539279133,20
66,2.9224336752668,9.29750388255343,35
67,4.89778496092185,5.15966594452038,25
68,2.74704020703211,8.53719090111554,30
69,3.32615093560889,9.93253266206011,20
70,1.43665301147848,2.10453386651352,25
71,7.00555990450084,9.8145680106245,25
72,6.50709187844768,1.82198298629373,35
73,7.25510174874216,7.70545477746055,20
74,6.02140913717449,7.50047109788284,30
75,4.61475451011211,3.33833703771234,25
76,4.25883774878457,4.54806387424469,30
77,9.67524133156985,5.75046784477308,35
78,5.09439565939829,0.27746370062232,30
79,4.9012509919703,2.93936298694462,25
80,1.0653437837027,1.53787000803277,35
81,7.32111219782382,0.170275066047907,35
82,8.65717094391584,0.45184186892584,20
83,4.03544128173962,4.34789441060275,30
84,0.937979721929878,7.21938506001607,20
85,2.86989332875237,3.63464788300917,35
86,9.11369525361806,1.58054530387744,35
87,5.73351608356461,5.95187225146219,20
88,3.38985780254006,8.62580606015399,35
89,3.33326271967962,6.97305779904127,25
90,4.21128632500768,0.835863731335849,35
91,9.3039251328446,8.660026229918,30
92,9.91032639751211,1.87483058311045,20
93,9.68390688998625,1.92888368386775,30
94,5.14705112436786,1.09631621744484,35
95,0.310823379550129,5.0045716506429,25
96,2.22626009490341,8.92528499476612,30
97,1.28899653675035,6.57434732187539,35
98,3.71179491980001,4.63136036414653,20
99,8.39024897897616,3.46267331158742,30
100,8.72624104842544,5.78460294753313,20
101,3.17227179417387,1.30506398621947,35
102,0.142200838308781,2.55944809410721,20
103,9.15005304617807,3.14148174598813,25
104,0.620918001513928,1.68565619504079,25
105,8.5027992981486,3.29276125878096,30
106,1.76093703601509,2.39852997707203,35
107,4.23387220827863,4.26990152802318,35
108,5.48166987020522,6.66804742533714,35
109,0.258412826806307,2.48051333008334,25
110,8.25792076764628,3.37947259424254,25
111,5,5,0
