1	4.311	4.491	30
2	5.02	3.328	25
3	7.467	0.215	35
4	4.282	4.034	25
5	2.919	3.899	30
6	6.495	0.817	20
7	1.795	6.63	30
8	1.703	2.543	30
9	6.69	7.399	20
10	3.568	9.954	20
11	3.501	6.158	25
12	6.235	7.382	30
13	8.002	7.64	30
14	2.391	4.055	35
15	8.297	5.763	35
16	6.662	9.84	35
17	3.407	6.434	35
18	2.326	8.485	35
19	5.401	4.549	20
20	5.107	8.721	35
21	8.214	1.5	20
22	7.14	4.958	30
23	9.278	5.997	20
24	0.961	5.431	25
25	3.457	8.219	25
26	7.232	8.656	25
27	3.145	9.885	25
28	8.541	1.839	25
29	3.759	3.294	20
30	4.093	3.805	25
31	8.869	5.047	30
32	2.115	5.911	35
33	2.257	0.167	30
34	2.974	4.077	35
35	2.581	2.141	25
36	7.037	5.89	20
37	3.997	9.013	30
38	2.854	9.395	30
39	0.974	3.996	20
40	0.089	9.639	25
41	3.355	7.153	35
42	9.514	1.914	35
43	3.449	7.478	30
44	9.694	5.264	20
45	5.239	1.712	30
46	0.13	2.792	30
47	7.52	5.062	30
48	0.883	5.363	35
49	9.417	5.919	20
50	2.463	4.328	20
51	7.914	3.776	35
52	7.888	8.104	30
53	1.018	5.815	35
54	7.2	5.548	25
55	9.338	2.566	30
56	0.527	6.965	25
57	7.902	1.244	25
58	3.331	6.534	25
59	5.257	7.011	35
60	8.409	0.565	20
61	9.105	9.183	25
62	5.687	7.22	20
63	7.061	5.721	35
64	6.299	5.629	30
65	4.388	4.724	35
66	8.393	2.987	20
67	2.802	3.842	35
68	9.529	0.558	30
69	8.123	9.213	35
70	4.346	2.046	35
71	0.135	8.643	25
72	9.779	1.531	30
73	4.385	9.199	30
74	1.605	8.871	25
75	1.298	7.334	25
76	0.638	7.731	35
77	0.217	6.079	25
78	2.613	7.844	35
79	5.881	6.913	35
80	2.096	5.741	30
81	5	5	0
