1	0.695	6.928	35
2	4.179	2.618	30
3	8.481	0.779	35
4	8.759	3.068	35
5	0.132	9.683	20
6	8.994	9.901	20
7	0.507	9.861	25
8	8.229	6.95	30
9	6.395	4.511	25
10	4.758	2.057	25
11	5.105	1.715	25
12	0.22	4.463	25
13	4.413	1.284	25
14	9.257	8.397	20
15	7.905	2.512	20
16	1.623	2.141	35
17	2.829	2.489	25
18	5.811	0.7	30
19	7.199	6.291	20
20	3.224	5.745	35
21	1.655	3.379	35
22	9.588	1.653	30
23	9.669	0.001	20
24	0.754	7.073	35
25	8.851	1.516	30
26	8.6	9.082	25
27	8.573	3.359	25
28	7.531	6.422	20
29	7.373	8.222	30
30	2.705	2.298	20
31	9.009	2.454	20
32	8.515	4.042	25
33	7.329	1.306	35
34	3.101	2.144	20
35	7.47	9.013	35
36	8.268	5.947	30
37	0.044	8.33	35
38	6.575	2.906	20
39	2.739	0.779	25
40	1.303	9.74	30
41	8.448	5.602	20
42	7.761	2.982	30
43	4.448	0.245	20
44	2.341	1.381	35
45	5.135	8.065	20
46	1.593	9.521	30
47	6.97	0.217	30
48	2.087	3.905	20
49	4.701	2.16	35
50	7.919	0.236	25
51	2.415	7.732	25
52	9.786	1.202	35
53	1.355	1.31	25
54	9.952	4.349	35
55	0.13	6.711	35
56	4.997	8.5	30
57	4.268	7.654	30
58	0.418	4.116	35
59	6.92	2.441	35
60	7.159	7.091	20
61	2.785	6.156	20
62	9.983	4.02	30
63	7.109	7.433	35
64	9.163	9.374	25
65	7.834	2.859	20
66	6.186	0.395	30
67	6.556	5.87	35
68	5.867	1.737	35
69	0.112	1.217	30
70	6.409	4.202	30
71	4.179	6.251	35
72	5.359	7.776	30
73	6.039	1.777	35
74	7.028	2.376	25
75	5.438	5.394	20
76	4.464	0.16	20
77	7.381	3.59	30
78	2.544	2.296	25
79	4.268	1.873	20
80	2.246	9.314	20
81	7.281	9.64	30
82	3.152	4.358	30
83	2.228	5.813	35
84	2.487	7.628	35
85	7.481	9.345	30
86	2.701	1.093	25
87	4.886	4.311	30
88	6.95	7.793	20
89	4.157	1.961	20
90	8.747	2.05	35
91	5	5	0
